exchange,tradingsymbol,yahoo_symbol
NSE,GUJALKALI-EQ,GUJALKALI.NS
NSE,GUJAPOLLO-EQ,GUJAPOLLO.NS
NSE,GUJENERGY-EQ,GUJENERGY.NS
NSE,GUJRAFFIA-EQ,GUJRAFFIA.NS
NSE,GUJTHEM-EQ,GUJTHEM.NS
NSE,GULFOILLUB-EQ,GULFOILLUB.NS
NSE,GULPOLY-EQ,GULPOLY.NS
NSE,GVPIL-EQ,GVPIL.NS
NSE,GVT&D-EQ,GVT&D.NS
NSE,GYFTR-EQ,GYFTR.NS
NSE,HAL-EQ,HAL.NS
NSE,HALDER-EQ,HALDER.NS
NSE,HALEOSLABS-EQ,HALEOSLABS.NS
NSE,HAMPTON-EQ,HAMPTON.NS
NSE,HAPPSTMNDS-EQ,HAPPSTMNDS.NS
NSE,HAPPYFORGE-EQ,HAPPYFORGE.NS
NSE,HARDWYN-EQ,HARDWYN.NS
NSE,HARIOMPIPE-EQ,HARIOMPIPE.NS
NSE,HARRMALAYA-EQ,HARRMALAYA.NS
NSE,HARSHA-EQ,HARSHA.NS
NSE,HATHWAY-EQ,HATHWAY.NS
NSE,HATSUN-EQ,HATSUN.NS
NSE,HAVELLS-EQ,HAVELLS.NS
NSE,HAVISHA-EQ,HAVISHA.NS
NSE,HAWKINCOOK-EQ,HAWKINCOOK.NS
NSE,HAZOOR-EQ,HAZOOR.NS
NSE,HBESD-EQ,HBESD.NS
NSE,HBLENGINE-EQ,HBLENGINE.NS
NSE,HBPOR-EQ,HBPOR.NS
NSE,HBSL-EQ,HBSL.NS
NSE,HCC-EQ,HCC.NS
NSE,HCG-EQ,HCG.NS
NSE,HCL-INSYS-EQ,HCL-INSYS.NS
NSE,HCLTECH-EQ,HCLTECH.NS
NSE,HDBFS-EQ,HDBFS.NS
NSE,HDFCAMC-EQ,HDFCAMC.NS
NSE,HDFCBANK-EQ,HDFCBANK.NS
NSE,HDFCBSE500-EQ,HDFCBSE500.NS
NSE,HDFCGOLD-EQ,HDFCGOLD.NS
NSE,HDFCGROWTH-EQ,HDFCGROWTH.NS
NSE,HDFCLIFE-EQ,HDFCLIFE.NS
NSE,HDFCLIQUID-EQ,HDFCLIQUID.NS
NSE,HDFCLOWVOL-EQ,HDFCLOWVOL.NS
NSE,HDFCMID150-EQ,HDFCMID150.NS
NSE,HDFCMOMENT-EQ,HDFCMOMENT.NS
NSE,HDFCNEXT50-EQ,HDFCNEXT50.NS
NSE,HDFCNIF100-EQ,HDFCNIF100.NS
NSE,HDFCNIFBAN-EQ,HDFCNIFBAN.NS
NSE,HDFCNIFIT-EQ,HDFCNIFIT.NS
NSE,HDFCNIFTY-EQ,HDFCNIFTY.NS
NSE,HDFCNIMEG-EQ,HDFCNIMEG.NS
NSE,HDFCPSUBK-EQ,HDFCPSUBK.NS
NSE,HDFCPVTBAN-EQ,HDFCPVTBAN.NS
NSE,HDFCQUAL-EQ,HDFCQUAL.NS
NSE,HDFCSENSEX-EQ,HDFCSENSEX.NS
NSE,HDFCSILVER-EQ,HDFCSILVER.NS
NSE,HDFCSML250-EQ,HDFCSML250.NS
NSE,HDFCVALUE-EQ,HDFCVALUE.NS
NSE,HEADSUP-EQ,HEADSUP.NS
NSE,HEALTHADD-EQ,HEALTHADD.NS
NSE,HEALTHAXIS-EQ,HEALTHAXIS.NS
NSE,HEALTHCARE-EQ,HEALTHCARE.NS
NSE,HEALTHIETF-EQ,HEALTHIETF.NS
NSE,HEALTHX-EQ,HEALTHX.NS
NSE,HEALTHY-EQ,HEALTHY.NS
NSE,HECPROJECT-EQ,HECPROJECT.NS
NSE,HEGAM-EQ,HEGAM.NS
NSE,HEIDELBERG-EQ,HEIDELBERG.NS
NSE,HEMIPROP-EQ,HEMIPROP.NS
NSE,HERANBA-EQ,HERANBA.NS
NSE,HERITGFOOD-EQ,HERITGFOOD.NS
NSE,HEROMOTOCO-EQ,HEROMOTOCO.NS
NSE,HEROMOTORS-EQ,HEROMOTORS.NS
NSE,HESTERBIO-EQ,HESTERBIO.NS
NSE,HEXATRADEX-EQ,HEXATRADEX.NS
NSE,HEXT-EQ,HEXT.NS
NSE,HGINFRA-EQ,HGINFRA.NS
NSE,HGM-EQ,HGM.NS
NSE,HGS-EQ,HGS.NS
NSE,HIKAL-EQ,HIKAL.NS
NSE,HILINFRA-EQ,HILINFRA.NS
NSE,HILTON-EQ,HILTON.NS
NSE,HIMATSEIDE-EQ,HIMATSEIDE.NS
NSE,HINDADH-EQ,HINDADH.NS
NSE,HINDALCO-EQ,HINDALCO.NS
NSE,HINDALUMI-EQ,HINDALUMI.NS
NSE,HINDCOMPOS-EQ,HINDCOMPOS.NS
NSE,HINDCON-EQ,HINDCON.NS
NSE,HINDCOPPER-EQ,HINDCOPPER.NS
NSE,HINDOILEXP-EQ,HINDOILEXP.NS
NSE,HINDPETRO-EQ,HINDPETRO.NS
NSE,HINDUNILVR-EQ,HINDUNILVR.NS
NSE,HINDWAREAP-EQ,HINDWAREAP.NS
NSE,HINDZINC-EQ,HINDZINC.NS
NSE,HIRECT-EQ,HIRECT.NS
NSE,HISARMETAL-EQ,HISARMETAL.NS
NSE,HITECH-EQ,HITECH.NS
NSE,HLEGLAS-EQ,HLEGLAS.NS
NSE,HLVLTD-EQ,HLVLTD.NS
NSE,HMAAGRO-EQ,HMAAGRO.NS
NSE,HNDFDS-EQ,HNDFDS.NS
NSE,HNGSNGBEES-EQ,HNGSNGBEES.NS
NSE,HOMEFIRST-EQ,HOMEFIRST.NS
NSE,HONASA-EQ,HONASA.NS
NSE,HONAUT-EQ,HONAUT.NS
NSE,HONDAPOWER-EQ,HONDAPOWER.NS
NSE,HORIZONIND-EQ,HORIZONIND.NS
NSE,HPAL-EQ,HPAL.NS
NSE,HPIL-EQ,HPIL.NS
NSE,HPL-EQ,HPL.NS
NSE,HRYNSHP-EQ,HRYNSHP.NS
NSE,HSBCGOLD-EQ,HSBCGOLD.NS
NSE,HSCL-EQ,HSCL.NS
NSE,HTEL-EQ,HTEL.NS
NSE,HTMEDIA-EQ,HTMEDIA.NS
NSE,HUBTOWN-EQ,HUBTOWN.NS
NSE,HUDCO-EQ,HUDCO.NS
NSE,HUHTAMAKI-EQ,HUHTAMAKI.NS
NSE,HYBRIDETF-EQ,HYBRIDETF.NS
NSE,HYUNDAI-EQ,HYUNDAI.NS
NSE,IBULLSLTD-EQ,IBULLSLTD.NS
NSE,ICEMAKE-EQ,ICEMAKE.NS
NSE,ICICIAMC-EQ,ICICIAMC.NS
NSE,ICICIB22-EQ,ICICIB22.NS
NSE,ICICIBANK-EQ,ICICIBANK.NS
NSE,ICICIGI-EQ,ICICIGI.NS
NSE,ICICIPRULI-EQ,ICICIPRULI.NS
NSE,ICIL-EQ,ICIL.NS
NSE,ICRA-EQ,ICRA.NS
NSE,IDBI-EQ,IDBI.NS
NSE,IDEA-EQ,IDEA.NS
NSE,IDEAFORGE-EQ,IDEAFORGE.NS
NSE,IDFCFIRSTB-EQ,IDFCFIRSTB.NS
NSE,IDFNIFTYET-EQ,IDFNIFTYET.NS
NSE,IEX-EQ,IEX.NS
NSE,IFBAGRO-EQ,IFBAGRO.NS
NSE,IFBIND-EQ,IFBIND.NS
NSE,IFCI-EQ,IFCI.NS
NSE,IFGLEXPOR-EQ,IFGLEXPOR.NS
NSE,IGARASHI-EQ,IGARASHI.NS
NSE,IGCL-EQ,IGCL.NS
NSE,IGIL-EQ,IGIL.NS
NSE,IGL-EQ,IGL.NS
NSE,IGPL-EQ,IGPL.NS
NSE,IIFL-EQ,IIFL.NS
NSE,IIFLCAPS-EQ,IIFLCAPS.NS
NSE,IITL-EQ,IITL.NS
NSE,IKIO-EQ,IKIO.NS
NSE,IKS-EQ,IKS.NS
NSE,IMAGICAA-EQ,IMAGICAA.NS
NSE,IMFA-EQ,IMFA.NS
NSE,IMPAL-EQ,IMPAL.NS
NSE,INA-EQ,INA.NS
NSE,INCREDIBLE-EQ,INCREDIBLE.NS
NSE,INDBANK-EQ,INDBANK.NS
NSE,INDGN-EQ,INDGN.NS
NSE,INDHOTEL-EQ,INDHOTEL.NS
NSE,INDIACEM-EQ,INDIACEM.NS
NSE,INDIAGLYCO-EQ,INDIAGLYCO.NS
NSE,INDIAMART-EQ,INDIAMART.NS
NSE,INDIANB-EQ,INDIANB.NS
NSE,INDIANCARD-EQ,INDIANCARD.NS
NSE,INDIANHUME-EQ,INDIANHUME.NS
NSE,INDIASHLTR-EQ,INDIASHLTR.NS
NSE,INDIGO-EQ,INDIGO.NS
NSE,INDIGOPNTS-EQ,INDIGOPNTS.NS
NSE,INDIQUBE-EQ,INDIQUBE.NS
NSE,INDNIPPON-EQ,INDNIPPON.NS
NSE,INDOBORAX-EQ,INDOBORAX.NS
NSE,INDOCO-EQ,INDOCO.NS
NSE,INDOFARM-EQ,INDOFARM.NS
NSE,INDOKEM-EQ,INDOKEM.NS
NSE,INDOMIM-EQ,INDOMIM.NS
NSE,INDORAMA-EQ,INDORAMA.NS
NSE,INDOSTAR-EQ,INDOSTAR.NS
NSE,INDOTECH-EQ,INDOTECH.NS
NSE,INDOTHAI-EQ,INDOTHAI.NS
NSE,INDOUS-EQ,INDOUS.NS
NSE,INDOWIND-EQ,INDOWIND.NS
NSE,INDPRUD-EQ,INDPRUD.NS
NSE,INDRAMEDCO-EQ,INDRAMEDCO.NS
NSE,INDSWFTLAB-EQ,INDSWFTLAB.NS
NSE,INDTERRAIN-EQ,INDTERRAIN.NS
NSE,INDUSINDBK-EQ,INDUSINDBK.NS
NSE,INDUSTOWER-EQ,INDUSTOWER.NS
NSE,INFOBEAN-EQ,INFOBEAN.NS
NSE,INFOMEDIA-EQ,INFOMEDIA.NS
NSE,INFRA-EQ,INFRA.NS
NSE,INFRABEES-EQ,INFRABEES.NS
NSE,INFRAIETF-EQ,INFRAIETF.NS
NSE,INFY-EQ,INFY.NS
NSE,INGERRAND-EQ,INGERRAND.NS
NSE,INNOVACAP-EQ,INNOVACAP.NS
NSE,INNOVANA-EQ,INNOVANA.NS
NSE,INNOVISION-EQ,INNOVISION.NS
NSE,INOXGREEN-EQ,INOXGREEN.NS
NSE,INOXINDIA-EQ,INOXINDIA.NS
NSE,INOXWIND-EQ,INOXWIND.NS
NSE,INSECTICID-EQ,INSECTICID.NS
NSE,INSPIRISYS-EQ,INSPIRISYS.NS
NSE,INSUREIETF-EQ,INSUREIETF.NS
NSE,INTELLECT-EQ,INTELLECT.NS
NSE,INTENTECH-EQ,INTENTECH.NS
NSE,INTERARCH-EQ,INTERARCH.NS
NSE,INTERNET-EQ,INTERNET.NS
NSE,INTLCONV-EQ,INTLCONV.NS
NSE,INVENTURE-EQ,INVENTURE.NS
NSE,IOB-EQ,IOB.NS
NSE,IOC-EQ,IOC.NS
NSE,IOLCP-EQ,IOLCP.NS
NSE,IONEXCHANG-EQ,IONEXCHANG.NS
NSE,IPCALAB-EQ,IPCALAB.NS
NSE,IPL-EQ,IPL.NS
NSE,IPRINGLTD-EQ,IPRINGLTD.NS
NSE,IRB-EQ,IRB.NS
NSE,IRCON-EQ,IRCON.NS
NSE,IRCTC-EQ,IRCTC.NS
NSE,IREDA-EQ,IREDA.NS
NSE,IRFC-EQ,IRFC.NS
NSE,IRIS-EQ,IRIS.NS
NSE,IRISDOREME-EQ,IRISDOREME.NS
NSE,IRMENERGY-EQ,IRMENERGY.NS
NSE,ISFT-EQ,ISFT.NS
NSE,ISGEC-EQ,ISGEC.NS
NSE,ISHANCH-EQ,ISHANCH.NS
NSE,ISTLTD-EQ,ISTLTD.NS
NSE,IT-EQ,IT.NS
NSE,ITADD-EQ,ITADD.NS
NSE,ITAXIS-EQ,ITAXIS.NS
NSE,ITBEES-EQ,ITBEES.NS
NSE,ITBETA-EQ,ITBETA.NS
NSE,ITC-EQ,ITC.NS
NSE,ITCHOTELS-EQ,ITCHOTELS.NS
NSE,ITDC-EQ,ITDC.NS
NSE,ITETF-EQ,ITETF.NS
NSE,ITI-EQ,ITI.NS
NSE,ITIETF-EQ,ITIETF.NS
NSE,ITL-EQ,ITL.NS
NSE,IVALUE-EQ,IVALUE.NS
NSE,IVC-EQ,IVC.NS
NSE,IVZBANKNF-EQ,IVZBANKNF.NS
NSE,IVZINGOLD-EQ,IVZINGOLD.NS
NSE,IVZINNIFTY-EQ,IVZINNIFTY.NS
NSE,IVZSENSEX-EQ,IVZSENSEX.NS
NSE,IWP-EQ,IWP.NS
NSE,IXIGO-EQ,IXIGO.NS
NSE,IZMO-EQ,IZMO.NS
NSE,India VIX,^INDIAVIX
NSE,J&KBANK-EQ,J&KBANK.NS
NSE,JAGRAN-EQ,JAGRAN.NS
NSE,JAGSNPHARM-EQ,JAGSNPHARM.NS
NSE,JAIBALAJI-EQ,JAIBALAJI.NS
NSE,JAICORPLTD-EQ,JAICORPLTD.NS
NSE,JAINREC-EQ,JAINREC.NS
NSE,JAIPURKURT-EQ,JAIPURKURT.NS
NSE,JAMNAAUTO-EQ,JAMNAAUTO.NS
NSE,JARO-EQ,JARO.NS
NSE,JASH-EQ,JASH.NS
NSE,JAYAGROGN-EQ,JAYAGROGN.NS
NSE,JAYBARMARU-EQ,JAYBARMARU.NS
NSE,JAYKAY-EQ,JAYKAY.NS
NSE,JAYNECOIND-EQ,JAYNECOIND.NS
NSE,JAYSREETEA-EQ,JAYSREETEA.NS
NSE,JBMA-EQ,JBMA.NS
NSE,JENBURPH-EQ,JENBURPH.NS
NSE,JETFREIGHT-EQ,JETFREIGHT.NS
NSE,JGCHEM-EQ,JGCHEM.NS
NSE,JHS-EQ,JHS.NS
NSE,JINDALPHOT-EQ,JINDALPHOT.NS
NSE,JINDALPOLY-EQ,JINDALPOLY.NS
NSE,JINDALSAW-EQ,JINDALSAW.NS
NSE,JINDALSTEL-EQ,JINDALSTEL.NS
NSE,JINDRILL-EQ,JINDRILL.NS
NSE,JINDWORLD-EQ,JINDWORLD.NS
NSE,JIOFIN-EQ,JIOFIN.NS
NSE,JISLDVREQS-EQ,JISLDVREQS.NS
NSE,JISLJALEQS-EQ,JISLJALEQS.NS
NSE,JITFINFRA-EQ,JITFINFRA.NS
NSE,JKCEMENT-EQ,JKCEMENT.NS
NSE,JKIL-EQ,JKIL.NS
NSE,JKIPL-EQ,JKIPL.NS
NSE,JKLAKSHMI-EQ,JKLAKSHMI.NS
NSE,JKPAPER-EQ,JKPAPER.NS
NSE,JKTYRE-EQ,JKTYRE.NS
NSE,JLHL-EQ,JLHL.NS
NSE,JMA-EQ,JMA.NS
NSE,JMFINANCIL-EQ,JMFINANCIL.NS
NSE,JNKINDIA-EQ,JNKINDIA.NS
NSE,JNPR-EQ,JNPR.NS
NSE,JOCIL-EQ,JOCIL.NS
NSE,JPOLYINVST-EQ,JPOLYINVST.NS
NSE,JPPOWER-EQ,JPPOWER.NS
NSE,JSFB-EQ,JSFB.NS
NSE,JSL-EQ,JSL.NS
NSE,JSLL-EQ,JSLL.NS
NSE,JSWCEMENT-EQ,JSWCEMENT.NS
NSE,JSWDULUX-EQ,JSWDULUX.NS
NSE,JSWENERGY-EQ,JSWENERGY.NS
NSE,JSWHL-EQ,JSWHL.NS
NSE,JSWINFRA-EQ,JSWINFRA.NS
NSE,JSWSTEEL-EQ,JSWSTEEL.NS
NSE,JTEKTINDIA-EQ,JTEKTINDIA.NS
NSE,JTLIND-EQ,JTLIND.NS
NSE,JUBLCPL-EQ,JUBLCPL.NS
NSE,JUBLFOOD-EQ,JUBLFOOD.NS
NSE,JUBLINGREA-EQ,JUBLINGREA.NS
NSE,JUBLPHARMA-EQ,JUBLPHARMA.NS
NSE,JUNIORBEES-EQ,JUNIORBEES.NS
NSE,JUNIPER-EQ,JUNIPER.NS
NSE,JUSTDIAL-EQ,JUSTDIAL.NS
NSE,JWL-EQ,JWL.NS
NSE,JYOTHYLAB-EQ,JYOTHYLAB.NS
NSE,JYOTICNC-EQ,JYOTICNC.NS
NSE,JYOTIRES-EQ,JYOTIRES.NS
NSE,JYOTISTRUC-EQ,JYOTISTRUC.NS
NSE,KABRAEXTRU-EQ,KABRAEXTRU.NS
NSE,KAJARIACER-EQ,KAJARIACER.NS
NSE,KAKATCEM-EQ,KAKATCEM.NS
NSE,KALAMANDIR-EQ,KALAMANDIR.NS
NSE,KALPATARU-EQ,KALPATARU.NS
NSE,KALYANKJIL-EQ,KALYANKJIL.NS
NSE,KAMAHOLD-EQ,KAMAHOLD.NS
NSE,KAMANWALA-EQ,KAMANWALA.NS
NSE,KAMATHOTEL-EQ,KAMATHOTEL.NS
NSE,KAMDHENU-EQ,KAMDHENU.NS
NSE,KAMOPAINTS-EQ,KAMOPAINTS.NS
NSE,KANANIIND-EQ,KANANIIND.NS
NSE,KANCHI-EQ,KANCHI.NS
NSE,KANCOTEA-EQ,KANCOTEA.NS
NSE,KANOHAR-EQ,KANOHAR.NS
NSE,KANPRPLA-EQ,KANPRPLA.NS
NSE,KANSAINER-EQ,KANSAINER.NS
NSE,KAPSTON-EQ,KAPSTON.NS
NSE,KARAMTARA-EQ,KARAMTARA.NS
NSE,KARMAENG-EQ,KARMAENG.NS
NSE,KARURVYSYA-EQ,KARURVYSYA.NS
NSE,KAYNES-EQ,KAYNES.NS
NSE,KCP-EQ,KCP.NS
NSE,KDDL-EQ,KDDL.NS
NSE,KDGREEN-EQ,KDGREEN.NS
NSE,KEC-EQ,KEC.NS
NSE,KECL-EQ,KECL.NS
NSE,KEEPLEARN-EQ,KEEPLEARN.NS
NSE,KEI-EQ,KEI.NS
NSE,KELLTONTEC-EQ,KELLTONTEC.NS
NSE,KENNAMET-EQ,KENNAMET.NS
NSE,KERNEX-EQ,KERNEX.NS
NSE,KEYFINSERV-EQ,KEYFINSERV.NS
NSE,KFINTECH-EQ,KFINTECH.NS
NSE,KHAICHEM-EQ,KHAICHEM.NS
NSE,KHAITANLTD-EQ,KHAITANLTD.NS
NSE,KHANDSE-EQ,KHANDSE.NS
NSE,KICL-EQ,KICL.NS
NSE,KIMS-EQ,KIMS.NS
NSE,KINGFA-EQ,KINGFA.NS
NSE,KIOCL-EQ,KIOCL.NS
NSE,KIRANVYPAR-EQ,KIRANVYPAR.NS
NSE,KIRIINDUS-EQ,KIRIINDUS.NS
NSE,KIRLFER-EQ,KIRLFER.NS
NSE,KIRLOSBROS-EQ,KIRLOSBROS.NS
NSE,KIRLOSENG-EQ,KIRLOSENG.NS
NSE,KIRLOSIND-EQ,KIRLOSIND.NS
NSE,KIRLPNU-EQ,KIRLPNU.NS
NSE,KISSHT-EQ,KISSHT.NS
NSE,KITEX-EQ,KITEX.NS
NSE,KJMCFIN-EQ,KJMCFIN.NS
NSE,KKCL-EQ,KKCL.NS
NSE,KLBRENG-B-EQ,KLBRENG-B.NS
NSE,KMCSHIL-EQ,KMCSHIL.NS
NSE,KMEW-EQ,KMEW.NS
NSE,KMSUGAR-EQ,KMSUGAR.NS
NSE,KNACK-EQ,KNACK.NS
NSE,KNAGRI-EQ,KNAGRI.NS
NSE,KNRCON-EQ,KNRCON.NS
NSE,KOHINOOR-EQ,KOHINOOR.NS
NSE,KOKUYOCMLN-EQ,KOKUYOCMLN.NS
NSE,KOLTEPATIL-EQ,KOLTEPATIL.NS
NSE,KOPRAN-EQ,KOPRAN.NS
NSE,KOTAKBANK-EQ,KOTAKBANK.NS
NSE,KOTHARIPET-EQ,KOTHARIPET.NS
NSE,KOTHARIPRO-EQ,KOTHARIPRO.NS
NSE,KOTIC-EQ,KOTIC.NS
NSE,KOVAI-EQ,KOVAI.NS
NSE,KPEL-EQ,KPEL.NS
NSE,KPIGREEN-EQ,KPIGREEN.NS
NSE,KPIL-EQ,KPIL.NS
NSE,KPITTECH-EQ,KPITTECH.NS
NSE,KPL-EQ,KPL.NS
NSE,KPRMILL-EQ,KPRMILL.NS
NSE,KRBL-EQ,KRBL.NS
NSE,KREBSBIO-EQ,KREBSBIO.NS
NSE,KRIDHANINF-EQ,KRIDHANINF.NS
NSE,KRISHANA-EQ,KRISHANA.NS
NSE,KRISHIVAL-EQ,KRISHIVAL.NS
NSE,KRISHNADEF-EQ,KRISHNADEF.NS
NSE,KRITI-EQ,KRITI.NS
NSE,KRITIKA-EQ,KRITIKA.NS
NSE,KRITINUT-EQ,KRITINUT.NS
NSE,KRN-EQ,KRN.NS
NSE,KROSS-EQ,KROSS.NS
NSE,KRSNAA-EQ,KRSNAA.NS
NSE,KRYSTAL-EQ,KRYSTAL.NS
NSE,KSB-EQ,KSB.NS
NSE,KSCL-EQ,KSCL.NS
NSE,KSE-EQ,KSE.NS
NSE,KSHINTL-EQ,KSHINTL.NS
NSE,KSHITIJPOL-EQ,KSHITIJPOL.NS
NSE,KSL-EQ,KSL.NS
NSE,KSOLVES-EQ,KSOLVES.NS
NSE,KTKBANK-EQ,KTKBANK.NS
NSE,KUANTUM-EQ,KUANTUM.NS
NSE,KUSUMGAR-EQ,KUSUMGAR.NS
NSE,KWIL-EQ,KWIL.NS
NSE,LAGNAM-EQ,LAGNAM.NS
NSE,LAHOTIOV-EQ,LAHOTIOV.NS
NSE,LAKSHMIMIL-EQ,LAKSHMIMIL.NS
NSE,LAL-EQ,LAL.NS
NSE,LALITHAA-EQ,LALITHAA.NS
NSE,LALPATHLAB-EQ,LALPATHLAB.NS
NSE,LAMBODHARA-EQ,LAMBODHARA.NS
NSE,LANCER-EQ,LANCER.NS
NSE,LANDMARK-EQ,LANDMARK.NS
NSE,LANDSMILL-EQ,LANDSMILL.NS
NSE,LAOPALA-EQ,LAOPALA.NS
NSE,LARGEMID50-EQ,LARGEMID50.NS
NSE,LASERPOWER-EQ,LASERPOWER.NS
NSE,LATENTVIEW-EQ,LATENTVIEW.NS
NSE,LATTEYS-EQ,LATTEYS.NS
NSE,LAURUSLABS-EQ,LAURUSLABS.NS
NSE,LAXMICOT-EQ,LAXMICOT.NS
NSE,LAXMIDENTL-EQ,LAXMIDENTL.NS
NSE,LAXMIINDIA-EQ,LAXMIINDIA.NS
NSE,LCCINFOTEC-EQ,LCCINFOTEC.NS
NSE,LCCPROJECT-EQ,LCCPROJECT.NS
NSE,LCL-EQ,LCL.NS
NSE,LEAPIND-EQ,LEAPIND.NS
NSE,LEMERITE-EQ,LEMERITE.NS
NSE,LEMONTREE-EQ,LEMONTREE.NS
NSE,LENSKART-EQ,LENSKART.NS
NSE,LEXUS-EQ,LEXUS.NS
NSE,LFIC-EQ,LFIC.NS
NSE,LGBBROSLTD-EQ,LGBBROSLTD.NS
NSE,LGEINDIA-EQ,LGEINDIA.NS
NSE,LGHL-EQ,LGHL.NS
NSE,LIBAS-EQ,LIBAS.NS
NSE,LIBERTSHOE-EQ,LIBERTSHOE.NS
NSE,LICHSGFIN-EQ,LICHSGFIN.NS
NSE,LICI-EQ,LICI.NS
NSE,LICMFGOLD-EQ,LICMFGOLD.NS
NSE,LICNETFGSC-EQ,LICNETFGSC.NS
NSE,LICNETFN50-EQ,LICNETFN50.NS
NSE,LICNETFSEN-EQ,LICNETFSEN.NS
NSE,LICNFNHGP-EQ,LICNFNHGP.NS
NSE,LICNMID100-EQ,LICNMID100.NS
NSE,LIKHITHA-EQ,LIKHITHA.NS
NSE,LINC-EQ,LINC.NS
NSE,LINCOLN-EQ,LINCOLN.NS
NSE,LINDEINDIA-EQ,LINDEINDIA.NS
NSE,LIQGRWBEES-EQ,LIQGRWBEES.NS
NSE,LIQUID-EQ,LIQUID.NS
NSE,LIQUID1-EQ,LIQUID1.NS
NSE,LIQUIDADD-EQ,LIQUIDADD.NS
NSE,LIQUIDBEES-EQ,LIQUIDBEES.NS
NSE,LIQUIDBETA-EQ,LIQUIDBETA.NS
NSE,LIQUIDBETF-EQ,LIQUIDBETF.NS
NSE,LIQUIDCASE-EQ,LIQUIDCASE.NS
NSE,LIQUIDETF-EQ,LIQUIDETF.NS
NSE,LIQUIDIETF-EQ,LIQUIDIETF.NS
NSE,LIQUIDPLUS-EQ,LIQUIDPLUS.NS
NSE,LIQUIDSBI-EQ,LIQUIDSBI.NS
NSE,LIQUIDSHRI-EQ,LIQUIDSHRI.NS
NSE,LKPSEC-EQ,LKPSEC.NS
NSE,LLOYDSENGG-EQ,LLOYDSENGG.NS
NSE,LLOYDSENT-EQ,LLOYDSENT.NS
NSE,LLOYDSME-EQ,LLOYDSME.NS
NSE,LMW-EQ,LMW.NS
NSE,LODHA-EQ,LODHA.NS
NSE,LOKESHMACH-EQ,LOKESHMACH.NS
NSE,LORDSCHLO-EQ,LORDSCHLO.NS
NSE,LOTUSCHO-EQ,LOTUSCHO.NS
NSE,LOTUSEYE-EQ,LOTUSEYE.NS
NSE,LOVABLE-EQ,LOVABLE.NS
NSE,LOWVOL-EQ,LOWVOL.NS
NSE,LOWVOL1-EQ,LOWVOL1.NS
NSE,LOWVOLIETF-EQ,LOWVOLIETF.NS
NSE,LOYALTEX-EQ,LOYALTEX.NS
NSE,LPDC-EQ,LPDC.NS
NSE,LT-EQ,LT.NS
NSE,LTF-EQ,LTF.NS
NSE,LTFOODS-EQ,LTFOODS.NS
NSE,LTGILTBEES-EQ,LTGILTBEES.NS
NSE,LTGILTCASE-EQ,LTGILTCASE.NS
NSE,LTM-EQ,LTM.NS
NSE,LTTS-EQ,LTTS.NS
NSE,LUMAXIND-EQ,LUMAXIND.NS
NSE,LUMAXTECH-EQ,LUMAXTECH.NS
NSE,LUMINO-EQ,LUMINO.NS
NSE,LUPIN-EQ,LUPIN.NS
NSE,LUXIND-EQ,LUXIND.NS
NSE,LXCHEM-EQ,LXCHEM.NS
NSE,M&M-EQ,M&M.NS
NSE,M&MFIN-EQ,M&MFIN.NS
NSE,MAANALU-EQ,MAANALU.NS
NSE,MACPOWER-EQ,MACPOWER.NS
NSE,MADHAV-EQ,MADHAV.NS
NSE,MADHAVIPL-EQ,MADHAVIPL.NS
NSE,MADHUCON-EQ,MADHUCON.NS
NSE,MADRASFERT-EQ,MADRASFERT.NS
NSE,MAFANG-EQ,MAFANG.NS
NSE,MAFATIND-EQ,MAFATIND.NS
NSE,MAGADSUGAR-EQ,MAGADSUGAR.NS
NSE,MAGNUM-EQ,MAGNUM.NS
NSE,MAHABANK-EQ,MAHABANK.NS
NSE,MAHAPEXLTD-EQ,MAHAPEXLTD.NS
NSE,MAHEPC-EQ,MAHEPC.NS
NSE,MAHESHWARI-EQ,MAHESHWARI.NS
NSE,MAHKTECH-EQ,MAHKTECH.NS
NSE,MAHLIFE-EQ,MAHLIFE.NS
NSE,MAHLOG-EQ,MAHLOG.NS
NSE,MAHSCOOTER-EQ,MAHSCOOTER.NS
NSE,MAHSEAMLES-EQ,MAHSEAMLES.NS
NSE,MAITHANALL-EQ,MAITHANALL.NS
NSE,MAKEINDIA-EQ,MAKEINDIA.NS
NSE,MAKERSL-EQ,MAKERSL.NS
NSE,MALLCOM-EQ,MALLCOM.NS
NSE,MALUPAPER-EQ,MALUPAPER.NS
NSE,MAMATA-EQ,MAMATA.NS
NSE,MANAKALUCO-EQ,MANAKALUCO.NS
NSE,MANAKCOAT-EQ,MANAKCOAT.NS
NSE,MANAKSIA-EQ,MANAKSIA.NS
NSE,MANALIPETC-EQ,MANALIPETC.NS
NSE,MANAPPURAM-EQ,MANAPPURAM.NS
NSE,MANBA-EQ,MANBA.NS
NSE,MANCREDIT-EQ,MANCREDIT.NS
NSE,MANGALAM-EQ,MANGALAM.NS
NSE,MANGLMCEM-EQ,MANGLMCEM.NS
NSE,MANINDS-EQ,MANINDS.NS
NSE,MANINFRA-EQ,MANINFRA.NS
NSE,MANIPALHOS-EQ,MANIPALHOS.NS
NSE,MANKIND-EQ,MANKIND.NS
NSE,MANOMAY-EQ,MANOMAY.NS
NSE,MANORAMA-EQ,MANORAMA.NS
